item,itemLabel,freebase_id
http://www.wikidata.org/entity/Q125564,Manx people,/m/097r55
http://www.wikidata.org/entity/Q127515,Chipewyan people,/m/02chwz
http://www.wikidata.org/entity/Q127885,Serbs,/m/0g6g7
http://www.wikidata.org/entity/Q128825,Turks in Bulgaria,/m/089r20
http://www.wikidata.org/entity/Q129962,Zulu,/m/088zs
http://www.wikidata.org/entity/Q131242,Eskimo,/m/02lf7
http://www.wikidata.org/entity/Q133032,Hungarians,/m/0g5y6
http://www.wikidata.org/entity/Q133255,Bulgarians,/m/013s41
http://www.wikidata.org/entity/Q133478,Lokoya people,/m/06zrb7w
http://www.wikidata.org/entity/Q133652,Uduk people,/m/03cj03w
http://www.wikidata.org/entity/Q133886,Didinga people,/m/07064z
http://www.wikidata.org/entity/Q134469,Banyamulenge,/m/04mgy8
http://www.wikidata.org/entity/Q134936,Quechua,/m/025s0s9
http://www.wikidata.org/entity/Q135364,Olmecs,/m/0k82h
http://www.wikidata.org/entity/Q135863,Algonquin people,/m/01lhj1
http://www.wikidata.org/entity/Q139760,Tsakhur people,/m/0f2jhh
http://www.wikidata.org/entity/Q140328,Zaghawa people,/m/053vn8
http://www.wikidata.org/entity/Q140396,Paliyan,/m/0263756
http://www.wikidata.org/entity/Q140420,Rusyns,/m/031f24
http://www.wikidata.org/entity/Q140472,Silesians,/m/04qprf
http://www.wikidata.org/entity/Q140663,Toda people,/m/02l94b
http://www.wikidata.org/entity/Q140713,Tulu people,/m/074w_m
http://www.wikidata.org/entity/Q141027,Kodava people,/m/052_6b
http://www.wikidata.org/entity/Q141507,Filipinos in Germany,/m/03y0lw8
http://www.wikidata.org/entity/Q142425,indigenous peoples of Oceania,/m/07wd84
http://www.wikidata.org/entity/Q142485,Manihar,/m/07kgn2_
http://www.wikidata.org/entity/Q142530,Nat caste,/m/0cmc_rc
http://www.wikidata.org/entity/Q142702,Malays,/m/01pn8r
http://www.wikidata.org/entity/Q142897,Zaza people,/m/07nmkf
http://www.wikidata.org/entity/Q143231,Vietnamese Germans,/m/04q0bg0
http://www.wikidata.org/entity/Q144255,Zai,/m/080pyjx
http://www.wikidata.org/entity/Q145573,zambo,/m/02jrwy
http://www.wikidata.org/entity/Q145665,Manchu,/m/013z8m
http://www.wikidata.org/entity/Q146076,Zenata,/m/04gb8k
http://www.wikidata.org/entity/Q146521,Sorbs,/m/013bbv
http://www.wikidata.org/entity/Q146715,Illyrians,/m/026w5s
http://www.wikidata.org/entity/Q147239,Kashubians,/m/04bpd
http://www.wikidata.org/entity/Q147401,Zapotec,/m/012tpp
http://www.wikidata.org/entity/Q147540,Székelys,/m/025pgh
http://www.wikidata.org/entity/Q147725,Zaramo people,/m/06n593
http://www.wikidata.org/entity/Q203319,Komi people,/m/02fwrm
http://www.wikidata.org/entity/Q203507,Amorites,/m/01twxk
http://www.wikidata.org/entity/Q203711,Dorians,/m/02924
http://www.wikidata.org/entity/Q203747,Baka people,/m/04zg13
http://www.wikidata.org/entity/Q204333,Arab citizens of Israel,/m/02gzrk
http://www.wikidata.org/entity/Q205006,Amis,/m/06mth_
http://www.wikidata.org/entity/Q205377,Ghilzai,/m/06p801
http://www.wikidata.org/entity/Q205534,Zipser Germans,/m/0bftb6
http://www.wikidata.org/entity/Q206020,Circipania,/m/04yg2gx
http://www.wikidata.org/entity/Q206642,Burgher people,/m/0661yn
http://www.wikidata.org/entity/Q207023,Ligures,/m/026ttm
http://www.wikidata.org/entity/Q207050,Buryats,/m/0ftwg
http://www.wikidata.org/entity/Q207750,Nicobarese people,/m/04gh6fr
http://www.wikidata.org/entity/Q207996,Xhosa people,/m/0hj35
http://www.wikidata.org/entity/Q208176,Morisco,/m/01cv_0
http://www.wikidata.org/entity/Q208551,Laz people,/m/0dphf9
http://www.wikidata.org/entity/Q209003,Hamnigan,/m/0w1djnj
http://www.wikidata.org/entity/Q209959,Miao,/m/02y405
http://www.wikidata.org/entity/Q210258,Seres,/m/026g979
http://www.wikidata.org/entity/Q210332,Haida people,/m/0jt6g
http://www.wikidata.org/entity/Q210334,Cayuga people,/m/0g9xvpb
http://www.wikidata.org/entity/Q210623,Taíno people,/m/014_tg
http://www.wikidata.org/entity/Q211018,Kumyks,/m/02fzq3
http://www.wikidata.org/entity/Q211052,East Slavs,/m/0c54l
http://www.wikidata.org/entity/Q211720,Afar people,/m/07h3kq
http://www.wikidata.org/entity/Q212106,Dinka people,/m/039z49
http://www.wikidata.org/entity/Q212853,Dacians,/m/0plpw
http://www.wikidata.org/entity/Q213040,Abazins,/m/06dck5
http://www.wikidata.org/entity/Q213396,Wyandot people,/m/011lcx
http://www.wikidata.org/entity/Q213422,Seneca,/m/028yj0
http://www.wikidata.org/entity/Q213470,Karelians,/m/02599k
http://www.wikidata.org/entity/Q214361,Mari people,/m/02ngpf
http://www.wikidata.org/entity/Q215583,Dogon people,/m/01ry95
http://www.wikidata.org/entity/Q216096,Kam people,/m/01wwnj
http://www.wikidata.org/entity/Q216151,Vietnamese people,/m/03ndvw
http://www.wikidata.org/entity/Q216839,Taiwanese indigenous peoples,/m/0f2l1
http://www.wikidata.org/entity/Q217397,Wolof people,/m/08c25t
http://www.wikidata.org/entity/Q217464,Daur people,/m/01wwxl
http://www.wikidata.org/entity/Q217815,Nakhi people,/m/01l0zt
http://www.wikidata.org/entity/Q218243,Makoa,/m/0fq1n7r
http://www.wikidata.org/entity/Q218332,Khitan people,/m/05254v_
http://www.wikidata.org/entity/Q218808,Mahafaly people,/m/0drwzhy
http://www.wikidata.org/entity/Q219205,Hmong people,/m/0fz6b
http://www.wikidata.org/entity/Q219252,Khoikhoi,/m/01tpyf
http://www.wikidata.org/entity/Q219517,Dalit,/m/04wysy
http://www.wikidata.org/entity/Q219995,Guanches,/m/012zjt
http://www.wikidata.org/entity/Q221585,Hungarian Brazilians,/m/04634ym
http://www.wikidata.org/entity/Q222175,Cornish people,/m/07226h
http://www.wikidata.org/entity/Q225469,Puyallup people,/m/01t83n
http://www.wikidata.org/entity/Q231317,Zuni people,/m/01pf0s
http://www.wikidata.org/entity/Q239577,Ibibio people,/m/02g8fh
http://www.wikidata.org/entity/Q240123,Indo-Scythians,/m/03fxr5
http://www.wikidata.org/entity/Q240293,Khakas people,/m/05d16_
http://www.wikidata.org/entity/Q240342,Lendians,/m/0279mq2
http://www.wikidata.org/entity/Q241696,Somalis,/m/05cc9h
http://www.wikidata.org/entity/Q241843,Tikar people,/m/0bgc77
http://www.wikidata.org/entity/Q242485,Flemish people,/m/018hlv
http://www.wikidata.org/entity/Q243274,Karachays,/m/02fzm6
http://www.wikidata.org/entity/Q244028,Kabarday,/m/02dy87
http://www.wikidata.org/entity/Q244157,Igbo people,/m/01nbjb
http://www.wikidata.org/entity/Q244735,Altai people,/m/0cs6s2
http://www.wikidata.org/entity/Q245794,Greek Cypriots,/m/04hlx1
http://www.wikidata.org/entity/Q245807,Turkish Cypriots,/m/03rdlp
http://www.wikidata.org/entity/Q247007,Waccamaw Siouan,/m/0cjkkq
http://www.wikidata.org/entity/Q249893,Qashqai people,/m/0426st
http://www.wikidata.org/entity/Q252099,Benteng Chinese,/m/0j9pl5l
http://www.wikidata.org/entity/Q252692,Karamanlides,/m/04ns8q
http://www.wikidata.org/entity/Q252885,Banjara,/m/02r7txy
http://www.wikidata.org/entity/Q253410,Chuvash people,/m/02fzk9
http://www.wikidata.org/entity/Q253436,Shawnee,/m/02sq4q
http://www.wikidata.org/entity/Q253482,Falisci,/m/014w77
http://www.wikidata.org/entity/Q254222,Tat people,/m/02mrsk
http://www.wikidata.org/entity/Q254365,Assyrians in Georgia,/m/0119_b8x
http://www.wikidata.org/entity/Q254387,Asli,/m/03t8g2
http://www.wikidata.org/entity/Q255872,Ojibwe,/m/01g0y_
http://www.wikidata.org/entity/Q256937,Aesti,/m/04rgp6
http://www.wikidata.org/entity/Q257174,Eora,/m/04xkk8
http://www.wikidata.org/entity/Q258571,Erie people,/m/07yltt
http://www.wikidata.org/entity/Q259469,British Bangladeshi,/m/043nmrn
http://www.wikidata.org/entity/Q260152,Greeks in Ukraine,/m/02w_yz4
http://www.wikidata.org/entity/Q262457,Métis,/m/04kzhj
http://www.wikidata.org/entity/Q262457,Métis,/m/0c50f
http://www.wikidata.org/entity/Q263176,Baster,/m/0409qn
http://www.wikidata.org/entity/Q264993,Saho people,/m/09_754
http://www.wikidata.org/entity/Q265730,Aboriginal Tasmanians,/m/01jvvt
http://www.wikidata.org/entity/Q265962,Krahn people,/m/01mz57
http://www.wikidata.org/entity/Q266223,Ghomara,/m/047ys5
http://www.wikidata.org/entity/Q266527,Hungarians in Austria,/m/011856j_
http://www.wikidata.org/entity/Q267410,Pipil people,/m/01styx
http://www.wikidata.org/entity/Q267512,Chango people,/m/03vz7g
http://www.wikidata.org/entity/Q268467,Psylli,/m/0b7kr7
http://www.wikidata.org/entity/Q271790,Karen people,/m/02wtzf
http://www.wikidata.org/entity/Q273824,South Slavs,/m/0869mz
http://www.wikidata.org/entity/Q274356,Dargwa people,/m/068ldp
http://www.wikidata.org/entity/Q274386,Shompen people,/m/04w3z1
http://www.wikidata.org/entity/Q275453,Bai people,/m/01n8dn
http://www.wikidata.org/entity/Q276315,Karakalpaks,/m/05f_1n
http://www.wikidata.org/entity/Q276879,Korean Americans,/m/01j2qv
http://www.wikidata.org/entity/Q148004,Zarma people,/m/025wnz5
http://www.wikidata.org/entity/Q149234,Polabian Slavs,/m/04qzj9
http://www.wikidata.org/entity/Q149247,Milceni,/m/026g5kl
http://www.wikidata.org/entity/Q149682,Drevani,/m/03nr1t4
http://www.wikidata.org/entity/Q151804,Petun,/m/03m68x7
http://www.wikidata.org/entity/Q153557,Kakwa people,/m/01qwc_
http://www.wikidata.org/entity/Q156274,Kotas,/m/09yvvn
http://www.wikidata.org/entity/Q156791,Badagas,/m/0f_8j
http://www.wikidata.org/entity/Q157139,Baltic Germans,/m/0j_nf
http://www.wikidata.org/entity/Q157676,Boii,/m/01d2l
http://www.wikidata.org/entity/Q158281,Wends,/m/084dg
http://www.wikidata.org/entity/Q159073,Wagri,/m/02ryx1t
http://www.wikidata.org/entity/Q159090,Issei,/m/0cn54
http://www.wikidata.org/entity/Q161561,Warini,/m/06hbwf
http://www.wikidata.org/entity/Q161652,Japanese people,/m/019kn7
http://www.wikidata.org/entity/Q162874,Vistulans,/m/074qm6
http://www.wikidata.org/entity/Q162974,Polabians,/m/02qt_n3
http://www.wikidata.org/entity/Q163022,Maasai,/m/054vv
http://www.wikidata.org/entity/Q163353,Ukrani,/m/06wcc61
http://www.wikidata.org/entity/Q164650,Sprevane,/m/073xhk
http://www.wikidata.org/entity/Q165148,Hevelli,/m/073xgv
http://www.wikidata.org/entity/Q165192,Swedes,/m/06mvq
http://www.wikidata.org/entity/Q165235,Bosnians,/m/0470lk
http://www.wikidata.org/entity/Q165320,Cocopah people,/m/0fsvy
http://www.wikidata.org/entity/Q166176,Nenets,/m/017lk2
http://www.wikidata.org/entity/Q167122,Daju people,/m/0283dzk
http://www.wikidata.org/entity/Q167395,Jassic people,/m/0g6_wd
http://www.wikidata.org/entity/Q167420,Croats,/m/0j4w_
http://www.wikidata.org/entity/Q167577,Lemba people,/m/0mjkj
http://www.wikidata.org/entity/Q167624,Boya people,/m/06zr0l1
http://www.wikidata.org/entity/Q168499,Korean Canadians,/m/067lfz
http://www.wikidata.org/entity/Q170056,Yörüks,/m/08hgw3
http://www.wikidata.org/entity/Q170217,Czechs,/m/013s3n
http://www.wikidata.org/entity/Q170284,Finns,/m/0318mh
http://www.wikidata.org/entity/Q170352,Transylvanian Saxons,/m/04hqxn
http://www.wikidata.org/entity/Q170826,Irish people,/m/03bkbh
http://www.wikidata.org/entity/Q171336,Slovaks,/m/01n94b
http://www.wikidata.org/entity/Q171759,Melingoi,/m/0bry9md
http://www.wikidata.org/entity/Q171795,Abkhazians,/m/050ct2
http://www.wikidata.org/entity/Q171927,Pygmy people,/m/01q1cg
http://www.wikidata.org/entity/Q172365,San people,/m/01v2x2
http://www.wikidata.org/entity/Q172717,Avars,/m/02vhbm
http://www.wikidata.org/entity/Q173302,Estonians,/m/01ywdy
http://www.wikidata.org/entity/Q173371,Bantu people,/m/01bgv
http://www.wikidata.org/entity/Q173491,Tamil,/m/01rv7x
http://www.wikidata.org/entity/Q175823,Gamilaraay,/m/087dz_
http://www.wikidata.org/entity/Q176096,Walddeutsche,/m/063_6gk
http://www.wikidata.org/entity/Q176203,Xerente people,/m/06zpl09
http://www.wikidata.org/entity/Q176825,Batavi,/m/01cv3
http://www.wikidata.org/entity/Q178419,Šokci,/m/0821_q
http://www.wikidata.org/entity/Q178631,Kanak,/m/09ffs_
http://www.wikidata.org/entity/Q179248,Albanians,/m/01267
http://www.wikidata.org/entity/Q180361,Gagauz,/m/02cd81
http://www.wikidata.org/entity/Q180688,Bedouin,/m/0gqqw
http://www.wikidata.org/entity/Q181634,Scottish people,/m/03lmx1
http://www.wikidata.org/entity/Q183573,Hui people,/m/013y5z
http://www.wikidata.org/entity/Q184922,Udmurts,/m/024jn3
http://www.wikidata.org/entity/Q185261,Chenchu people,/m/05jbf1
http://www.wikidata.org/entity/Q185549,Karamojong people,/m/070scg
http://www.wikidata.org/entity/Q186192,Lithuanians,/m/02c31t
http://www.wikidata.org/entity/Q187985,Tibetan people,/m/01l0ty
http://www.wikidata.org/entity/Q188201,Boer,/m/01kpf
http://www.wikidata.org/entity/Q188353,Welsh people,/m/06gbnc
http://www.wikidata.org/entity/Q188836,Xiongnu,/m/0jv74
http://www.wikidata.org/entity/Q189975,Inuit,/m/03r_k
http://www.wikidata.org/entity/Q190168,Yoruba people,/m/0301y_
http://www.wikidata.org/entity/Q190209,Kalmyks,/m/01bb50
http://www.wikidata.org/entity/Q191322,Zenúes,/m/04mxk1y
http://www.wikidata.org/entity/Q191669,Germans of Croatia,/m/02qnn03
http://www.wikidata.org/entity/Q191710,Aleuts,/m/0130h
http://www.wikidata.org/entity/Q191730,Evenks,/m/0fzj0
http://www.wikidata.org/entity/Q192604,Balkars,/m/02fzmy
http://www.wikidata.org/entity/Q192616,Nogais,/m/053yxv
http://www.wikidata.org/entity/Q192647,Hutu,/m/0g6l2
http://www.wikidata.org/entity/Q193067,Tuvans,/m/02fzh1
http://www.wikidata.org/entity/Q193092,Tutsi,/m/0hnv0
http://www.wikidata.org/entity/Q198909,Sartuul,/m/04668b8
http://www.wikidata.org/entity/Q200263,Parsi,/m/0bymc
http://www.wikidata.org/entity/Q200453,Bari people,/m/065mh1
http://www.wikidata.org/entity/Q200513,Sherpa,/m/01gr8h
http://www.wikidata.org/entity/Q201024,Mohegan,/m/02808p8
http://www.wikidata.org/entity/Q201028,Khmer people,/m/050w97
http://www.wikidata.org/entity/Q201111,Aromanians,/m/01vsch
http://www.wikidata.org/entity/Q201190,Palestinians,/m/0jt7v76
http://www.wikidata.org/entity/Q201369,Awá-Guajá people,/m/0f6f7
http://www.wikidata.org/entity/Q201501,Baloch,/m/0h9bz
http://www.wikidata.org/entity/Q201711,Wateree people,/m/02pk05g
http://www.wikidata.org/entity/Q202335,Latins,/m/09g74d4
http://www.wikidata.org/entity/Q202353,Alur people,/m/0897hw
http://www.wikidata.org/entity/Q202547,Khevsurians,/m/0fq0r__
http://www.wikidata.org/entity/Q202575,Fulbe people,/m/0pxtm
http://www.wikidata.org/entity/Q202778,Zigula people,/m/0g8_xy
http://www.wikidata.org/entity/Q202860,Tolupan people,/m/02hwh62
http://www.wikidata.org/entity/Q203178,Kikuyu,/m/0180zw
http://www.wikidata.org/entity/Q277271,Wyandotte Nation,/m/046kym
http://www.wikidata.org/entity/Q277647,Luhya,/m/03p8hz
http://www.wikidata.org/entity/Q277799,A-Hmao,/m/06_w7n_
http://www.wikidata.org/entity/Q278741,Aivilingmiut,/m/043lw8v
http://www.wikidata.org/entity/Q279595,German Namibians,/m/08ht2m
http://www.wikidata.org/entity/Q281117,Koryaks,/m/0fwn_
http://www.wikidata.org/entity/Q282427,Ashkali and Balkan Egyptians,/m/043d4d
http://www.wikidata.org/entity/Q282550,Greeks in Hungary,/m/011bk0vh
http://www.wikidata.org/entity/Q283271,Baizais,/m/0gky2dm
http://www.wikidata.org/entity/Q283465,Shambala people,/m/0gb58t
http://www.wikidata.org/entity/Q283803,Turks in Liechtenstein,/m/03mclrp
http://www.wikidata.org/entity/Q287219,Al-Akhdam,/m/043r7_d
http://www.wikidata.org/entity/Q287800,Semigallians,/m/03d61w
http://www.wikidata.org/entity/Q288809,Efik people,/m/0b8q_s
http://www.wikidata.org/entity/Q289226,Muckleshoot people,/m/09wwf
http://www.wikidata.org/entity/Q290170,Anatolians,/m/05pd8h1
http://www.wikidata.org/entity/Q290286,Zafimaniry,/m/0fq0mw8
http://www.wikidata.org/entity/Q290555,Warnabi,/m/02z447m
http://www.wikidata.org/entity/Q294867,Arain,/m/06rf6l
http://www.wikidata.org/entity/Q301461,Ludza Estonians,/m/02r0jz8
http://www.wikidata.org/entity/Q301533,Fante,/m/03rlq3
http://www.wikidata.org/entity/Q304307,Ababda people,/m/0zrn
